UT,TI,AU,AF,SO,PY,AB,DE,ID,CR,DI,C1,RP,TC,Z9,AR,BP,EA,EI,EP,IS,OI,PD,PM,PN,PT,RI,SI,SN,SU,VL,VR,include,reason_code,reason_detail,screener,screen_date,stage
WOS:001463181900001,Annotating scientific uncertainty: A comprehensive model using,"Ningrum, PK","Ningrum, Panggih Kusuma",JOURNAL OF INFORMETRICS,2025,,,,,10.1016/j.joi.2025.101661,,,,,101661,,APR 2025,1875-5879,,2,"Mayr, Philipp/0000-0002-6656-1658; Ningrum, Panggih",MAY,,,J,"Mayr, Philipp/AAH-3915-2019; Atanassova, Iana/ABC-5986-2020",,1751-1577,,19.0,,True,,,董恒清,2026-05-25,initial
WOS:000864202300011,On the Stability of Stationary States in Diffusion Models in Biology and,"Polovinkina, MV","Polovinkina, M., V",LOBACHEVSKII JOURNAL OF MATHEMATICS,2022,,,,,10.1134/S1995080222090220,,,,,,1389,,1818-9962,1400,6,"Polovinkina, Marina/0000-0002-7722-6927",JUN,,,J,"Polovinkin, Igor/AAZ-9706-2021",SI,1995-0802,,43.0,,False,E1,Excluded by E1 rule,董恒清,2026-05-25,initial
WOS:001642636100004,All-in-one mural restoration with prompt-guided residual diffusion,"Jiang, C","Jiang, Chao",NPJ HERITAGE SCIENCE,2025,,,,,10.1038/s40494-025-02232-6,,,,,667,,,3059-3220,,1,,DEC 18,,,J,"REN, Tiantian/ABI-2508-2020; cheng, zhengyun/GRJ-7911-2022",,,,13.0,,True,,,董恒清,2026-05-25,initial
WOS:001515187300001,Audio Features in Education: A Systematic Review of Computational,"Pardo, F","Pardo, Federico",APPLIED SCIENCES-BASEL,2025,,,,,10.3390/app15126911,,,,,6911,,,2076-3417,,12,"García Clemente, Félix Jesús/0000-0001-6181-5033; Canovas,",JUN 19,,,J,"García Clemente, Félix Jesús/AAM-8396-2020; Canovas, Oscar/M-1461-2014",,,,15.0,,True,,,董恒清,2026-05-25,initial
WOS:001271657700001,From Bag-of-Words to Transformers: A Comparative Study for Text,"De Santis, E","De Santis, Enrico",IEEE TRANSACTIONS ON EMERGING TOPICS IN COMPUTATIONAL INTELLIGENCE,2025,,,,,10.1109/TETCI.2024.3423444,,,,,,1063,JUL 2024,,1077,1,"Rizzi, Antonello/0000-0001-8244-0015; Ronci,",FEB,,,J,"Rizzi, Antonello/D-4961-2014; Martino, Alessio/S-8362-2019; DE SANTIS,",,2471-285X,,9.0,,True,,,董恒清,2026-05-25,initial
WOS:001390045200001,An Automatic and End-to-End System for Rare Disease Knowledge Graph,"Cao, L","Cao, Lang",JMIR MEDICAL INFORMATICS,2024,,,,,10.2196/60665,,,,,e60665,,,2291-9694,,,"Cross, Adam/0000-0001-5866-5943; Cao, Lang/0000-0003-0011-5724; Sun,",,39693482.0,,J,"Cross, Adam/KOC-7585-2024",,,,12.0,,False,E1,Excluded by E1 rule,董恒清,2026-05-25,initial
WOS:001632299000002,CDiffu-DL: Few-shot line drawing extraction from Dunhuang murals via,"Ding, Y","Ding, Yuan",INFORMATION SCIENCES,2026,,,,,10.1016/j.ins.2025.122931,,,,,122931,,NOV 2025,1872-6291,,,,APR 5,,,J,"Ding, Yuan/KBQ-5933-2024",,0020-0255,,731.0,,True,,,董恒清,2026-05-25,initial
WOS:001547485400001,"Beyond Linguistic Proficiency: Emotional, Cognitive, and Cultural","Yang, YY","Yang, Yanyu",INTERNATIONAL JOURNAL OF APPLIED LINGUISTICS,2025,,,,,10.1111/ijal.12832,,,,,,,AUG 2025,1473-4192,,,,2025 AUG 12,,,J,,,0802-6106,,,,True,,,董恒清,2026-05-25,initial
WOS:000537683200002,TEAGS: time-aware text embedding approach to generate subgraphs,"Hosseini, S","Hosseini, Saeid",DATA MINING AND KNOWLEDGE DISCOVERY,2020,,,,,10.1007/s10618-020-00688-7,,,,,,1136,JUN 2020,1573-756X,1174,4,"Hosseini, Saeid/0000-0003-1956-6373; Zhou, Xiaofang/0000-0001-6343-1455;",JUL,,,J,"; Zhou, Xiaofang/C-6169-2013; Yin, Hongzhi/AAP-2078-2020; Cheung,",,1384-5810,,34.0,,False,E1,Excluded by E1 rule,董恒清,2026-05-25,initial
WOS:001541272600001,A survey on the current status of AI literacy lectures in China's,"Wu, YB","Wu, Yubing",JOURNAL OF ACADEMIC LIBRARIANSHIP,2025,,,,,10.1016/j.acalib.2025.103111,,,,,103111,,JUL 2025,1879-1999,,5,"Yang, Yuer/0000-0001-6489-286X; Lin, Yifeng/0000-0001-6983-6162",SEP,,,J,"Yang, Yuer/GQA-8581-2022",,0099-1333,,51.0,,True,,,董恒清,2026-05-25,initial
WOS:001545037100006,Political positioning of Recovery and Resilience Facility (RRF),"Kokény, L","Kokeny, Laszlo",SUSTAINABLE FUTURES,2025,,,,,10.1016/j.sftr.2025.101068,,,,,101068,,AUG 2025,,,,"Kökény, László/0000-0001-5375-4082",DEC,,,J,"Hortay, Oliver/ABH-3251-2020; Kmetty, Zoltán/D-2027-2012",,2666-1888,,10.0,,True,,,董恒清,2026-05-25,initial
WOS:001618989100001,Effects of Artificial Intelligence on Educational Functioning: A Review,"Yeo, GC","Yeo, GeckHong",EDUCATIONAL PSYCHOLOGY REVIEW,2025,,,,,10.1007/s10648-025-10085-5,,,,,110,,,1573-336X,,4,"Lansford, Jennifer/0000-0003-1956-4917",NOV 19,,,J,,,1040-726X,,37.0,,False,E4,Excluded by E4 rule,董恒清,2026-05-25,initial
WOS:001652663000001,Exa-PSD: a new Persian sentiment analysis dataset on Twitter,"Ghaderi, SH","Ghaderi, Seyed Himan",LANGUAGE RESOURCES AND EVALUATION,2025,,,,,10.1007/s10579-025-09886-5,,,,,6,,,1574-0218,,1,,DEC 29,,,J,,,1574-020X,,60.0,,True,,,董恒清,2026-05-25,initial
WOS:001304982500001,Evaluating Activation Functions in GAN Models for Virtual Inpainting: A,"Maitin, AM","Maitin, Ana M.",APPLIED SCIENCES-BASEL,2024,,,,,10.3390/app14166854,,,,,6854,,,2076-3417,,16,"Nogales, Alberto/0000-0003-4951-8102; Pesqueira Calvo,",AUG,,,J,"Nogales, Alberto/AAF-3267-2019; Delgado-Martos, Emilio/AAF-5700-2021",,,,14.0,,True,,,董恒清,2026-05-25,initial
WOS:001619388000030,Dataset creation and benchmarking for Kashmiri news snippet,"Deyar, DU","Deyar, Deheem U.",SCIENTIFIC REPORTS,2025,,,,,10.1038/s41598-025-24451-4,,,,,40828,,,,,1,"Ramani, Anirud/0009-0000-8321-1070",NOV 19,41258187.0,,J,,,2045-2322,,15.0,,True,,,董恒清,2026-05-25,initial
WOS:001619878800001,ChatGPT in the academia: exploring teachers' and students' practices and,"Begum, M","Begum, Maryam",ASIAN EDUCATION AND DEVELOPMENT STUDIES,2026,,,,,10.1108/AEDS-06-2025-0257,,,,,,288,NOV 2025,2046-3170,313,2,,FEB 23,,,J,"Begum, Maryam/OHT-8609-2025; Ullah, Sabeeh/P-8657-2016",,2046-3162,,15.0,,True,,,董恒清,2026-05-25,initial
WOS:001509582400001,The Impact of Social Networks on the Stock Market Using Sentiment,"Mayuk, MK","Mayuk, Mustafa Kemal",ACTA INFOLOGICA,2025,,,,,10.26650/acin.1616088,,,,,,253,JUN 2025,2602-3563,274,1,,,,,J,"Huseynov, Farid/ACS-4081-2022",,,,9.0,,False,E2,Excluded by E2 rule,董恒清,2026-05-25,initial
WOS:001502560800004,MoDeST: A dataset for Multi Domain Scientific Title Generation,"Bölücü, N","Bolucu, Necva",KNOWLEDGE-BASED SYSTEMS,2025,,,,,10.1016/j.knosys.2025.113557,,,,,113557,,MAY 2025,1872-7409,,,"BİLGE, YUNUS CAN/0000-0003-2811-3747; YÜCEL, ZEHRA/0000-0002-2863-9119;",JUN 28,,,J,"BİLGE, YUNUS CAN/KLC-8353-2024; YÜCEL, ZEHRA/AAF-7738-2020; Çetintaş,",,0950-7051,,321.0,,False,E1,Excluded by E1 rule,董恒清,2026-05-25,initial
WOS:001079303600001,Ode to Bayesian methods in metrology,"Meija, J","Meija, Juris",METROLOGIA,2023,,,,,10.1088/1681-7575/acf66b,,,,,052001,,,1681-7575,,5,"Bodnar, Olha/0000-0003-1359-3311; Meija, Juris/0000-0002-3349-5535",OCT 1,,,J,"; Meija, Juris/H-4445-2019",,0026-1394,,60.0,,True,,,董恒清,2026-05-25,initial
WOS:001269609400001,Developing and Validating an Instrument for Assessing Learning Sciences,"Wang, X","Wang, Xin",SUSTAINABILITY,2024,,,,,10.3390/su16135607,,,,,5607,,,2071-1050,,13,,JUL,,,J,"Wang, Xin/OQK-0482-2025",,,,16.0,,True,,,董恒清,2026-05-25,initial
WOS:001632442800004,The Discursive Characteristics of LLMs in the Generation of New Texts,"Mylnikova, AV","Mylnikova, A. V.",AUTOMATIC DOCUMENTATION AND MATHEMATICAL LINGUISTICS,2025,,,,,10.3103/S000510552570102X,,,,,,330,,1934-8371,335,5,,OCT,,,J,,,0005-1055,,59.0,,False,E1,Excluded by E1 rule,董恒清,2026-05-25,initial
WOS:001641313900030,Traditional clothing pattern extraction considering attention mechanism,"He, DD","He, Dandan",SCIENTIFIC REPORTS,2025,,,,,10.1038/s41598-025-27778-0,,,,,43914,,,,,1,,DEC,41402391.0,,J,,,2045-2322,,15.0,,True,,,董恒清,2026-05-25,initial
WOS:001391156600001,Using early LLMs for corpus linguistics: Examining ChatGPT's potential,"Uchida, S","Uchida, Satoru",APPLIED CORPUS LINGUISTICS,2024,,,,,10.1016/j.acorp.2024.100089,,,,,100089,,FEB 2024,2666-7991,,1,"Uchida, Satoru/0000-0002-7779-0085",APR,,,J,"Uchida, Satoru/LKL-4779-2024",,,,4.0,,True,,,董恒清,2026-05-25,initial
WOS:001328360700001,Profiling the skill mastery of introductory programming students: A,"Garcia, MB","Garcia, Manuel B.",EDUCATION AND INFORMATION TECHNOLOGIES,2025,,,,,10.1007/s10639-024-13039-6,,,,,,6455,OCT 2024,1573-7608,6481,5,"Garcia, Manuel/0000-0003-2615-422X",APR,,,J,"Garcia, Manuel/X-2364-2018",,1360-2357,,30.0,,False,E2,Excluded by E2 rule,董恒清,2026-05-25,initial
WOS:001266488500001,Evaluating emotional and subjective responses in synthetic art-related,"Luna-Jiménez, C","Luna-Jimenez, Cristina",EXPERT SYSTEMS WITH APPLICATIONS,2024,,,,,10.1016/j.eswa.2024.124524,,,,,124524,,JUL 2024,1873-6793,,,"Luna-Jiménez, Cristina/0000-0001-5369-856X; D'Haro, Luis",DEC 1,,B,J,"Luna-Jiménez, Cristina/HLG-2497-2023; D'Haro, Luis Fernando/B-8194-2011;",,0957-4174,,255.0,,False,E4,Excluded by E4 rule,董恒清,2026-05-25,initial
WOS:001651069100001,Reading the unreadable: creating a dataset of 19th century English,"Bourne, J","Bourne, Jonathan",DIGITAL SCHOLARSHIP IN THE HUMANITIES,2026,,,,,10.1093/llc/fqaf151,,,,,,22,DEC 2025,2055-768X,40,1,,APR,,,J,"Bourne, Jonathan/Y-3686-2019",,2055-7671,,41.0,,True,,,董恒清,2026-05-25,initial
WOS:001472478500001,Achieve sustainable operation of agricultural enterprises: improving,"Yuan, Y","Yuan, Yue",FRONTIERS IN SUSTAINABLE FOOD SYSTEMS,2025,,,,,10.3389/fsufs.2025.1547358,,,,,1547358,,,2571-581X,,,,APR 9,,,J,"Shen, Yang/JUF-3266-2023",,,,9.0,,False,E3,Excluded by E3 rule,董恒清,2026-05-25,initial
WOS:001228816000027,Large language model based framework for automated extraction of genetic,"Gill, JK","Gill, Jaskaran Kaur",PLOS ONE,2024,,,,,10.1371/journal.pone.0303231,,,,,e0303231,,,1932-6203,,5,"Gill, Jaskaran Kaur/0000-0003-4829-5971",MAY 21,38771886.0,,J,,,,,19.0,,False,E1,Excluded by E1 rule,董恒清,2026-05-25,initial
WOS:000480461400004,Joint sentiment/topic modeling on text data using a boosted restricted,"Fatemi, M","Fatemi, Masoud",MULTIMEDIA TOOLS AND APPLICATIONS,2019,,,,,10.1007/s11042-019-7427-5,,,,,,20637,,1573-7721,20653,15,"Fatemi, Masoud/0000-0002-3000-0381",AUG,,,J,,,1380-7501,,78.0,,True,,,董恒清,2026-05-25,initial
WOS:001648309500001,ROboMC: A Portable Multimodal System for eHealth Training and Scalable,"Cioca, M","Cioca, Marius",INVENTIONS,2025,,,,,10.3390/inventions10060103,,,,,103,,,2411-5134,,6,"Cioca, Marius/0000-0002-0466-9196; Cioca,",NOV 11,,,J,"Cioca, Marius/B-5633-2011; Cioca, Aiana-Lavinia/NBX-1664-2025",,,,10.0,,False,E2,Excluded by E2 rule,董恒清,2026-05-25,initial
WOS:001650945100001,"The ABCs of early French computational literature: APL, Paul Braffort,","Galmar, B","Galmar, Bruno",FRENCH CULTURAL STUDIES,2025,,,,,10.1177/09571558251406513,,,,,,,DEC 2025,1740-2352,,,"GALMAR, Bruno/0000-0003-3508-1034",2025 DEC 29,,,J,,,0957-1558,,,,False,E4,Excluded by E4 rule,董恒清,2026-05-25,initial
WOS:001403794100001,From Heritage Building Information Modelling Towards an 'Echo-Based',"Arsalan, H","Arsalan, Hord",HERITAGE,2025,,,,,10.3390/heritage8010033,,,,,33,,,,,1,"Arsalan, Hord/0000-0001-5535-4891;",JAN,,,J,"; Moore, Nigel/ONI-7824-2025",,2571-9408,,8.0,,True,,,董恒清,2026-05-25,initial
WOS:001598265100001,IntelliA: an intelligent educational assignment practicing platform,"Wang, ZH","Wang, Zhihai",INTERNATIONAL JOURNAL OF INTELLIGENT COMPUTING AND CYBERNETICS,2025,,,,,10.1108/IJICC-03-2025-0177,,,,,,661,OCT 2025,1756-3798,675,4,"Wang, Zhihai/0009-0009-5942-4231",NOV 18,,,J,,,1756-378X,,18.0,,True,,,董恒清,2026-05-25,initial
WOS:001486047700001,Leveraging Text Mining and Network Analysis for the Diffusion of,"Liang, XH","Liang, Xiaohe",AGRICULTURE-BASEL,2025,,,,,10.3390/agriculture15090959,,,,,959,,,2077-0472,,9,"Wu, Yu/0009-0001-1565-8222; Li, Tong/0000-0001-6643-6411",APR 28,,,J,"Lizhen, Cui/AFH-2297-2022; Li, Tong/HPC-6702-2023",,,,15.0,,False,E2,Excluded by E2 rule,董恒清,2026-05-25,initial
WOS:001155789200001,Copyright Law and the Lifecycle of Machine Learning Models,"Kretschmer, M","Kretschmer, Martin",IIC-INTERNATIONAL REVIEW OF INTELLECTUAL PROPERTY AND COMPETITION LAW,2024,,,,,10.1007/s40319-023-01419-3,,,,,,110,FEB 2024,2195-0237,138,1,"Oruç, Pınar/0000-0002-1462-7846; Margoni, Thomas/0000-0002-8551-1154",JAN,,,J,,SI,0018-9855,,55.0,,False,E4,Excluded by E4 rule,董恒清,2026-05-25,initial
WOS:001459831000003,Exploring the application of ChatGPT in scientific topic analysis: a,"Muhetaer, M","Muhetaer, Muretijiang",APPLIED INTELLIGENCE,2025,,,,,10.1007/s10489-025-06498-y,,,,,625,,,1573-7497,,7,"Muhetaer, Muretijiang/0000-0002-1483-639X",APR 4,,,J,,,0924-669X,,55.0,,True,,,董恒清,2026-05-25,initial
WOS:001337864600001,The mining of China's policies against COVID-19 based on a policy target,"Huo, CG","Huo, Chaoguang",INFORMATION DEVELOPMENT,2024,,,,,10.1177/02666669241289931,,,,,,,OCT 2024,1741-6469,,,"Huo, Chaoguang/0000-0002-5063-0938",2024 OCT 21,,,J,,,0266-6669,,,,True,,,董恒清,2026-05-25,initial
WOS:001561276000001,Toward satisfactory public accessibility: A crowdsourcing approach,"Li, LY","Li, Lingyao",COMPUTERS ENVIRONMENT AND URBAN SYSTEMS,2025,,,,,10.1016/j.compenvurbsys.2025.102329,,,,,102329,,DEC 2025,1873-7587,,,"Fan, Lizhou/0000-0002-7962-9113; Hu, Songhua/0000-0002-0731-3080;",DEC,,,J,"Hemphill, Libby/ISB-0426-2023; Ma, Zihui/KIH-8684-2024; Hu,",,0198-9715,,122.0,,True,,,董恒清,2026-05-25,initial
WOS:001556739200007,An innovative and sustainable design of intangible Miao wax printing,"Kang, XH","Kang, Xinhui",HUMANITIES & SOCIAL SCIENCES COMMUNICATIONS,2025,,,,,10.1057/s41599-025-05724-9,,,,,1365,,,2662-9992,,1,"Kang, Xinhui/0000-0002-9313-7844;",AUG 21,,,J,"; You, Wenjie/KZB-8475-2024",,,,12.0,,True,,,董恒清,2026-05-25,initial
WOS:001592166600001,Intelligent detection and model lightweight of masonry historical,"Zhengxi, Y","Zhengxi, Yang",STRUCTURES,2025,,,,,10.1016/j.istruc.2025.110363,,,,,110363,,OCT 2025,,,,"Yang, Zhengxi/0009-0004-1035-6681",NOV,,,J,"Yang, Zhengxi/LJL-7940-2024",,2352-0124,,81.0,,True,,,董恒清,2026-05-25,initial
WOS:001185376300001,A multilayer network diffusion-based model for reviewer recommendation,"Huang, YW","Huang, Yiwei",CHINESE PHYSICS B,2024,,,,,10.1088/1674-1056/ad181d,,,,,038901,,,2058-3834,,3,,MAR 1,,,J,"cai, shimin/L-7841-2014; Xu, Shuqi/AAX-3084-2021",,1674-1056,,33.0,,False,E2,Excluded by E2 rule,董恒清,2026-05-25,initial
WOS:001249787500001,Are Preprints a Threat to the Credibility and Quality of Artificial,"Adarkwah, MA","Adarkwah, Michael Agyemang",INTERNATIONAL JOURNAL OF HUMAN-COMPUTER INTERACTION,2025,,,,,10.1080/10447318.2024.2364140,,,,,,5508,JUN 2024,1532-7590,5521,9,"Thomas, Michael/0000-0001-6451-4439; Adarkwah, Michael",MAY 3,,,J,"Spector, Jonathan/B-1780-2014; Schneider, Kaethe/H-8174-2014; Adarkwah,",,1044-7318,,41.0,,False,E3,Excluded by E3 rule,董恒清,2026-05-25,initial
WOS:000945740600019,"Innovation Diffusion Processes: Concepts, Models, and Predictions","Guidolin, M","Guidolin, Mariangela",ANNUAL REVIEW OF STATISTICS AND ITS APPLICATION,2023,,,,,10.1146/annurev-statistics-040220-091526,,,,,,451,,2326-831X,473,,"Guidolin, Mariangela/0000-0002-4607-0915",,,,J,"Guidolin, Mariangela/GRS-3871-2022",,2326-8298,,10.0,,True,,,董恒清,2026-05-25,initial
WOS:001667748700001,"MAPPING GENAI LITERACY: DISCIPLINARY DIFFERENCES, LATENT PROFILES, AND","Zhou, Y","Zhou, Ying",JOURNAL OF INFORMATION TECHNOLOGY EDUCATION-RESEARCH,2025,,,,,10.28945/5675,,,,,44,,,1539-3585,,,,,,,J,"Curle, Samantha/JXL-6106-2024",,1547-9714,,24.0,,True,,,董恒清,2026-05-25,initial
WOS:001363311000004,A Bibliometric Review of Large Language Models Research from 2017 to,"Fan, LZ","Fan, Lizhou",ACM TRANSACTIONS ON INTELLIGENT SYSTEMS AND TECHNOLOGY,2024,,,,,10.1145/3664930,,,,,91,,,2157-6912,,5,"ma, zihui/0000-0002-2836-280X; Hemphill, Libby/0000-0002-3793-7281; Fan,",OCT,,,J,"ma, zihui/KIH-8684-2024; Yu, Huizi/HPD-6726-2023; Hemphill,",,2157-6904,,15.0,,True,,,董恒清,2026-05-25,initial
WOS:001475342300001,AcademiCraft: Transforming Writing Assistance for English for Academic,"Du, ZD","Du, Zhendong",INFORMATION,2025,,,,,10.3390/info16040254,,,,,254,,,2078-2489,,4,"Du, Zhendong/0009-0002-0346-0232",MAR 21,,,J,"Hashimoto, Kenji/M-6442-2017; Du, Zhendong/OAJ-8610-2025",,,,16.0,,True,,,董恒清,2026-05-25,initial
WOS:001542452400031,HINTs: Sensemaking on Large Collections of Documents With Hypergraph,"Lee, SYT","Lee, Sam Yu-Te",IEEE TRANSACTIONS ON VISUALIZATION AND COMPUTER GRAPHICS,2025,,,,,10.1109/TVCG.2024.3459961,,,,,,5532,,1941-0506,5546,9,"Ma, Kwan-Liu/0000-0001-8086-0366; Lee, Yu-Te/0009-0000-2629-3954",SEP,39264779.0,,J,,,1077-2626,,31.0,,True,,,董恒清,2026-05-25,initial
WOS:001554463400001,Knowledge graphs in heterogeneous catalysis: Recent advances and future,"Díaz, R","Diaz, Raul",CHINESE JOURNAL OF CHEMICAL ENGINEERING,2025,,,,,10.1016/j.cjche.2025.06.008,,,,,,179,,2210-321X,189,,,AUG,,,J,,,1004-9541,,84.0,,False,E1,Excluded by E1 rule,董恒清,2026-05-25,initial
WOS:001296335300001,Insights into wheat science: A bibliometric review using unsupervised,"Pérez-Pérez, M","Perez-Perez, Martin",JOURNAL OF CEREAL SCIENCE,2024,,,,,10.1016/j.jcs.2024.103960,,,,,103960,,JUN 2024,1095-9963,,,"Fdez-Riverola, Florentino/0000-0002-3943-8013; Ribeiro,",JUL,,,J,"Fdez-Riverola, Florentino/G-1411-2011; Ribeiro, Miguel/ABA-2156-2020;",,0733-5210,,118.0,,True,,,董恒清,2026-05-25,initial
WOS:000886542400013,Syntax through the looking glass: A review on two-word linguistic,"Maran, M","Maran, Matteo",NEUROSCIENCE AND BIOBEHAVIORAL REVIEWS,2022,,,,,10.1016/j.neubiorev.2022.104881,,,,,104881,,OCT 2022,1873-7528,,,"Zaccarella, Emiliano/0000-0002-5703-1778; Maran,",NOV,36210580.0,,J,"Zaccarella, Emiliano/AAA-3605-2021; Maran, Matteo/IUO-3460-2023",,0149-7634,,142.0,,False,E3,Excluded by E3 rule,董恒清,2026-05-25,initial
WOS:001347684700001,Spectral Normalization for Generative Adversarial Networks for Artistic,"Shu, ZX","Shu, Zhixu",INTERNATIONAL JOURNAL OF DIGITAL MULTIMEDIA BROADCASTING,2024,,,,,10.1155/2024/6644706,,,,,6644706,,,1687-7586,,,,OCT 24,,,J,,,1687-7578,,2024.0,,False,E1,Excluded by E1 rule,董恒清,2026-05-25,initial
WOS:001589381200001,A corpus-based approach to developing vocabulary curriculum materials,"Li, J","Li, Jia",COMPUTER ASSISTED LANGUAGE LEARNING,2025,,,,,10.1080/09588221.2025.2569343,,,,,,,OCT 2025,1744-3210,,,"Snow, Catherine E/0000-0002-6292-1126; Geva, Esther/0000-0002-0085-364X;",2025 OCT 2,,,J,,,0958-8221,,,,True,,,董恒清,2026-05-25,initial
WOS:001255586700001,Annotation-preserving machine translation of English corpora to validate,"Seinen, TM","Seinen, Tom M.",JOURNAL OF THE AMERICAN MEDICAL INFORMATICS ASSOCIATION,2024,,,,,10.1093/jamia/ocae159,,,,,,1725,JUN 2024,1527-974X,1734,8,"van Mulligen, Erik/0000-0003-1377-9386; Seinen, Tom/0000-0001-5369-8260;",JUN 27,38934643.0,,J,"van Mulligen, Erik/MBG-3080-2025",,1067-5027,,31.0,,True,,,董恒清,2026-05-25,initial
WOS:001412890600001,Improving drug repositioning with negative data labeling using large,"Picard, M","Picard, Milan",JOURNAL OF CHEMINFORMATICS,2025,,,,,10.1186/s13321-025-00962-0,,,,,16,,,,,1,,FEB 4,39905466.0,,J,"Leclercq, Mickael/K-5246-2019; Droit, Arnaud/AGZ-6283-2022",,1758-2946,,17.0,,True,,,董恒清,2026-05-25,initial
WOS:001472301100001,From Foundations to GPT in Text Classification: A Comprehensive Survey,"Siino, M","Siino, Marco",FOUNDATIONS AND TRENDS IN INFORMATION RETRIEVAL,2025,,,,,10.1561/1500000107,,,,,,,,1554-0677,,5,"Siino, Marco/0000-0002-4453-5352;",,,,J,"Siino, Marco/HHZ-8503-2022; La Cascia, Marco/E-9612-2012",,1554-0669,,19.0,,True,,,董恒清,2026-05-25,initial
WOS:001381255400002,Harnessing the integration of chat GPT in higher education: the,"Altamimi, A","Altamimi, Abdulaziz",DISCOVER SUSTAINABILITY,2024,,,,,10.1007/s43621-024-00774-6,,,,,509,,,2662-9984,,1,"Altamimi, Abdulaziz/0000-0002-2990-8341",DEC 21,,,J,"Altamimi, Abdulaziz/KCZ-1113-2024",,,,5.0,,True,,,董恒清,2026-05-25,initial
WOS:001260274000001,Pre-trained language models in medicine: A survey *,"Luo, XD","Luo, Xudong",ARTIFICIAL INTELLIGENCE IN MEDICINE,2024,,,,,10.1016/j.artmed.2024.102904,,,,,102904,,JUN 2024,1873-2860,,,,AUG,38917600.0,,J,"Luo, Xudong/ABA-2309-2021",,0933-3657,,154.0,,True,,,董恒清,2026-05-25,initial
WOS:001480467000018,Knowledge-Centered Dual-Process Reasoning for Math Word Problems With,"Liu, JY","Liu, Jiayu",IEEE TRANSACTIONS ON KNOWLEDGE AND DATA ENGINEERING,2025,,,,,10.1109/TKDE.2025.3556367,,,,,,3457,,1558-2191,3471,6,"Ma, Zhiyuan/0009-0003-9188-7275; Chen, Enhong/0000-0002-4835-4102; Liu,",JUN,,,J,,,1041-4347,,37.0,,True,,,董恒清,2026-05-25,initial
WOS:001549027300001,Advanced Deep Learning Methods to Generate and Discriminate Fake Images,"Alaswad, D","Alaswad, Daniyah",APPLIED SCIENCES-BASEL,2025,,,,,10.3390/app15158670,,,,,8670,,,2076-3417,,15,,AUG 5,,,J,,,,,15.0,,False,E1,Excluded by E1 rule,董恒清,2026-05-25,initial
WOS:001570144200001,Effects of Rain and Sediment-Laden Winds on Earthen Archaeological Sites,"Magnini, L","Magnini, Luigi",REMOTE SENSING,2025,,,,,10.3390/rs17173103,,,,,3103,,,2072-4292,,17,"Ventura, Guido/0000-0001-9388-9985; PANNACCIONE APA, Maria",SEP 5,,,J,"Ventura, Guido/A-6099-2009; MAGNINI, LUIGI/KEI-9099-2024; Figueroa,",,,,17.0,,False,E4,Excluded by E4 rule,董恒清,2026-05-25,initial
WOS:001471664400001,Cognitive Echo: Enhancing think-aloud protocols with LLM-based simulated,"Zheng, LW","Zheng, Longwei",BRITISH JOURNAL OF EDUCATIONAL TECHNOLOGY,2025,,,,,10.1111/bjet.13590,,,,,,2019,APR 2025,1467-8535,2042,5,"Zhang, Haomin/0000-0002-9439-1625; GU, Xiaoqing/0000-0001-8256-5408",SEP,,,J,"Zheng, Longwei/OHT-2677-2025; Zhang, Haomin/AAF-4802-2020",,0007-1013,,56.0,,True,,,董恒清,2026-05-25,initial
WOS:001641551600035,NATYA-AI: A Cultural AI Framework for Multimodal Interpretation of,"Veena, G","Veena, G.",IEEE ACCESS,2025,,,,,10.1109/ACCESS.2025.3639088,,,,,,207320,,,207339,,,,,,J,"MG, Thushara/ABF-4562-2020",,2169-3536,,13.0,,True,,,董恒清,2026-05-25,initial
WOS:001421063400001,The Mediating Role of Place Attachment in the Relationship Between,"Zhang, C","Zhang, Can",JOURNAL OF CONSTRUCTION IN DEVELOPING COUNTRIES,2024,,,,,10.21315/jcdc.2024.29.S1.10,,,,,,189,,1985-8329,208,,"Zhang, Can/0009-0006-7281-6764",,,,J,"Hedayati Marzbali, Massoomeh/H-1955-2017",,1823-6499,1,29.0,,True,,,董恒清,2026-05-25,initial
